id,addr_state,annual_inc,home_ownership,tax_liens,int_rate,term,loan_amnt,loan_status,next_pymnt_d,zip_code,application_type,issue_d,purpose
198,VA,115000.0,MORTGAGE,0.0,14.99,36.0,28000.0,Fully Paid,,223xx,Individual,Dec-2014,credit_card
199,TX,24000.0,RENT,0.0,15.59,36.0,3375.0,Charged Off,,783xx,Individual,Dec-2014,debt_consolidation
200,TX,34652.0,MORTGAGE,0.0,11.99,36.0,5000.0,Fully Paid,,761xx,Individual,Dec-2014,home_improvement
201,CO,65550.0,RENT,0.0,10.49,36.0,8000.0,Current,Jan-2018,803xx,Individual,Dec-2014,credit_card
202,IN,50000.0,MORTGAGE,0.0,19.24,60.0,10000.0,Charged Off,,462xx,Individual,Dec-2014,debt_consolidation
203,NY,43000.0,OWN,0.0,12.39,36.0,5000.0,Fully Paid,,100xx,Individual,Dec-2014,home_improvement
204,NM,102000.0,MORTGAGE,1.0,25.89,60.0,35000.0,Charged Off,,871xx,Individual,Dec-2014,debt_consolidation
205,CA,40000.0,OWN,0.0,9.49,36.0,11850.0,Charged Off,,908xx,Individual,Dec-2014,debt_consolidation
206,MN,63984.0,MORTGAGE,0.0,18.54,36.0,3525.0,Fully Paid,,563xx,Individual,Dec-2014,debt_consolidation
207,AR,61000.0,RENT,0.0,12.99,36.0,12000.0,Current,Jan-2018,721xx,Individual,Dec-2014,debt_consolidation
208,CA,92500.0,RENT,0.0,13.66,36.0,8500.0,Current,Jan-2018,927xx,Individual,Dec-2014,medical
209,TN,40000.0,RENT,0.0,11.44,36.0,8325.0,Fully Paid,,370xx,Individual,Dec-2014,debt_consolidation
210,NJ,140000.0,MORTGAGE,0.0,8.67,36.0,9500.0,Current,Jan-2018,070xx,Individual,Dec-2014,debt_consolidation
211,CA,83000.0,RENT,0.0,9.49,36.0,6000.0,Current,Jan-2018,920xx,Individual,Dec-2014,credit_card
212,TX,160000.0,RENT,0.0,12.39,36.0,35000.0,Fully Paid,,770xx,Individual,Dec-2014,debt_consolidation
213,KY,60000.0,MORTGAGE,0.0,18.54,60.0,20000.0,Current,Jan-2018,402xx,Individual,Dec-2014,debt_consolidation
214,CA,125000.0,MORTGAGE,0.0,13.66,36.0,21000.0,Current,Jan-2018,920xx,Individual,Dec-2014,debt_consolidation
215,OK,58000.0,MORTGAGE,0.0,13.66,36.0,9000.0,Fully Paid,,735xx,Individual,Dec-2014,debt_consolidation
216,CA,75000.0,OWN,0.0,6.99,36.0,7000.0,Fully Paid,,902xx,Individual,Dec-2014,home_improvement
217,OK,80000.0,RENT,0.0,14.31,36.0,24000.0,Charged Off,,730xx,Individual,Dec-2014,debt_consolidation
218,AZ,75000.0,MORTGAGE,0.0,6.99,36.0,15000.0,Fully Paid,,853xx,Individual,Dec-2014,debt_consolidation
219,LA,80000.0,RENT,0.0,14.99,36.0,7000.0,Fully Paid,,707xx,Individual,Dec-2014,debt_consolidation
220,CA,47200.0,RENT,0.0,11.44,36.0,3750.0,Fully Paid,,919xx,Individual,Dec-2014,debt_consolidation
221,NV,45000.0,RENT,0.0,17.86,60.0,12000.0,Current,Jan-2018,891xx,Individual,Dec-2014,debt_consolidation
222,NJ,82000.0,MORTGAGE,0.0,15.59,60.0,35000.0,Fully Paid,,086xx,Individual,Dec-2014,debt_consolidation
223,MI,65000.0,RENT,0.0,13.66,60.0,20000.0,Current,Jan-2018,497xx,Individual,Dec-2014,debt_consolidation
224,WA,65000.0,MORTGAGE,0.0,17.86,60.0,18450.0,Current,Jan-2018,980xx,Individual,Dec-2014,credit_card
225,PA,82000.0,MORTGAGE,0.0,8.67,36.0,13500.0,Fully Paid,,191xx,Individual,Dec-2014,credit_card
226,WA,24000.0,MORTGAGE,1.0,18.54,36.0,3075.0,Fully Paid,,988xx,Individual,Dec-2014,debt_consolidation
227,GA,29440.0,MORTGAGE,0.0,17.14,60.0,10000.0,Current,Jan-2018,300xx,Individual,Dec-2014,debt_consolidation
228,LA,20000.0,OWN,0.0,16.49,36.0,7175.0,Charged Off,,708xx,Individual,Dec-2014,debt_consolidation
229,IL,70000.0,OWN,0.0,25.8,60.0,27975.0,Fully Paid,,606xx,Individual,Dec-2014,other
230,MA,62000.0,RENT,0.0,12.99,36.0,12000.0,Fully Paid,,019xx,Individual,Dec-2014,credit_card
231,NJ,70000.0,MORTGAGE,0.0,16.49,36.0,20000.0,Fully Paid,,070xx,Individual,Dec-2014,home_improvement
232,NY,96000.0,RENT,0.0,13.66,36.0,18000.0,Fully Paid,,113xx,Individual,Dec-2014,debt_consolidation
233,NC,45500.0,MORTGAGE,0.0,6.99,36.0,10000.0,Fully Paid,,276xx,Individual,Dec-2014,credit_card
234,CA,145000.0,MORTGAGE,0.0,13.66,60.0,20000.0,Fully Paid,,912xx,Individual,Dec-2014,home_improvement
235,NY,78000.0,MORTGAGE,0.0,17.86,36.0,24000.0,Fully Paid,,123xx,Individual,Dec-2014,debt_consolidation
236,NY,40000.0,RENT,0.0,11.99,36.0,6400.0,Current,Jan-2018,104xx,Individual,Dec-2014,other
237,TX,101000.0,MORTGAGE,0.0,18.54,60.0,25000.0,Fully Paid,,785xx,Individual,Dec-2014,debt_consolidation
238,GA,65000.0,MORTGAGE,0.0,7.49,36.0,2000.0,Current,Jan-2018,310xx,Individual,Dec-2014,major_purchase
239,VA,117000.0,RENT,0.0,19.99,60.0,22000.0,Fully Paid,,201xx,Individual,Dec-2014,debt_consolidation
240,OH,160000.0,MORTGAGE,0.0,14.99,36.0,35000.0,Fully Paid,,440xx,Individual,Dec-2014,credit_card
241,TX,67650.0,MORTGAGE,0.0,15.59,60.0,23000.0,Fully Paid,,780xx,Individual,Dec-2014,debt_consolidation
242,TX,40000.0,RENT,0.0,12.39,36.0,10000.0,Fully Paid,,760xx,Individual,Dec-2014,other
243,CO,120000.0,RENT,0.0,17.86,60.0,31000.0,Charged Off,,800xx,Individual,Dec-2014,debt_consolidation
244,CA,130000.0,MORTGAGE,0.0,8.19,36.0,22500.0,Fully Paid,,906xx,Individual,Dec-2014,home_improvement
245,CA,50000.0,RENT,0.0,15.99,36.0,4000.0,Fully Paid,,946xx,Individual,Dec-2014,debt_consolidation
246,VT,42000.0,OWN,0.0,14.31,36.0,2000.0,Fully Paid,,057xx,Individual,Dec-2014,other
247,FL,45000.0,OWN,0.0,15.59,36.0,3000.0,Fully Paid,,331xx,Individual,Dec-2014,credit_card
248,GA,94000.0,RENT,0.0,11.44,36.0,19200.0,Fully Paid,,303xx,Individual,Dec-2014,debt_consolidation
249,LA,50000.0,RENT,0.0,22.99,60.0,16950.0,Fully Paid,,700xx,Individual,Dec-2014,debt_consolidation
250,CA,80000.0,MORTGAGE,0.0,15.99,60.0,13425.0,Current,Jan-2018,935xx,Individual,Dec-2014,debt_consolidation
251,CT,93000.0,MORTGAGE,0.0,12.39,36.0,6000.0,Fully Paid,,069xx,Individual,Dec-2014,other
252,GA,60000.0,MORTGAGE,0.0,12.99,36.0,2000.0,Fully Paid,,300xx,Individual,Dec-2014,debt_consolidation
253,MA,57000.0,MORTGAGE,0.0,19.99,60.0,26150.0,Fully Paid,,020xx,Individual,Dec-2014,debt_consolidation
254,DC,66000.0,RENT,0.0,12.99,36.0,2500.0,Fully Paid,,200xx,Individual,Dec-2014,medical
255,OH,60000.0,MORTGAGE,0.0,14.31,60.0,12000.0,Fully Paid,,450xx,Individual,Dec-2014,credit_card
256,NY,65000.0,MORTGAGE,0.0,18.54,60.0,23925.0,Current,Jan-2018,125xx,Individual,Dec-2014,debt_consolidation
257,TX,58000.0,MORTGAGE,0.0,6.99,36.0,5500.0,Fully Paid,,752xx,Individual,Dec-2014,debt_consolidation
258,GA,47000.0,RENT,0.0,14.99,36.0,9600.0,Fully Paid,,300xx,Individual,Dec-2014,credit_card
259,NJ,80000.0,MORTGAGE,0.0,7.49,36.0,12000.0,Fully Paid,,070xx,Individual,Dec-2014,debt_consolidation
260,CA,64000.0,OWN,0.0,11.99,60.0,15000.0,Current,Jan-2018,913xx,Individual,Dec-2014,debt_consolidation
261,NJ,60000.0,OWN,0.0,22.99,60.0,13225.0,Charged Off,,089xx,Individual,Dec-2014,debt_consolidation
262,CT,120000.0,OWN,0.0,11.44,60.0,27000.0,Current,Jan-2018,067xx,Individual,Dec-2014,home_improvement
263,RI,66000.0,MORTGAGE,0.0,12.39,36.0,6000.0,Fully Paid,,028xx,Individual,Dec-2014,debt_consolidation
264,NY,148000.0,OWN,0.0,8.19,36.0,35000.0,Fully Paid,,140xx,Individual,Dec-2014,debt_consolidation
265,WA,46000.0,RENT,0.0,11.44,36.0,15000.0,Charged Off,,984xx,Individual,Dec-2014,credit_card
266,CA,68200.0,RENT,0.0,11.99,36.0,12000.0,Fully Paid,,944xx,Individual,Dec-2014,other
267,FL,90000.0,MORTGAGE,0.0,13.66,60.0,10000.0,Current,Jan-2018,331xx,Individual,Dec-2014,credit_card
268,KS,51000.0,MORTGAGE,0.0,12.99,36.0,12800.0,Fully Paid,,660xx,Individual,Dec-2014,debt_consolidation
269,NY,130000.0,MORTGAGE,0.0,11.99,36.0,34000.0,Fully Paid,,114xx,Individual,Dec-2014,credit_card
270,NC,125000.0,RENT,0.0,11.99,36.0,4000.0,Fully Paid,,282xx,Individual,Dec-2014,other
271,CA,45000.0,RENT,0.0,17.86,36.0,13475.0,Charged Off,,921xx,Individual,Dec-2014,debt_consolidation
272,WA,47207.0,MORTGAGE,0.0,10.49,36.0,14000.0,Fully Paid,,993xx,Individual,Dec-2014,debt_consolidation
273,PA,60000.0,OWN,0.0,7.49,36.0,2600.0,Fully Paid,,191xx,Individual,Dec-2014,credit_card
274,CA,55664.0,OWN,0.0,21.99,60.0,23325.0,Fully Paid,,900xx,Individual,Dec-2014,home_improvement
275,VA,40000.0,RENT,0.0,10.49,36.0,11500.0,Fully Paid,,220xx,Individual,Dec-2014,debt_consolidation
276,IN,60000.0,RENT,0.0,8.67,36.0,20000.0,Fully Paid,,466xx,Individual,Dec-2014,credit_card
277,WA,26880.0,RENT,0.0,14.31,36.0,7675.0,Charged Off,,983xx,Individual,Dec-2014,debt_consolidation
278,TX,20000.0,RENT,0.0,14.99,36.0,7000.0,Fully Paid,,752xx,Individual,Dec-2014,car
279,CA,75000.0,MORTGAGE,0.0,10.49,60.0,25000.0,Fully Paid,,926xx,Individual,Dec-2014,debt_consolidation
280,CA,50000.0,RENT,0.0,12.99,36.0,9000.0,Fully Paid,,902xx,Individual,Dec-2014,small_business
281,MI,44000.0,MORTGAGE,0.0,12.99,36.0,10000.0,Current,Jan-2018,494xx,Individual,Dec-2014,debt_consolidation
282,CA,75132.0,RENT,0.0,12.39,36.0,7500.0,Fully Paid,,921xx,Individual,Dec-2014,moving
283,NY,38000.0,RENT,0.0,12.39,36.0,6000.0,Fully Paid,,112xx,Individual,Dec-2014,debt_consolidation
284,SC,28500.0,OWN,0.0,14.31,36.0,4800.0,Fully Paid,,294xx,Individual,Dec-2014,debt_consolidation
285,PA,80000.0,RENT,0.0,11.44,60.0,20000.0,Fully Paid,,190xx,Individual,Dec-2014,credit_card
286,TX,91000.0,RENT,0.0,19.24,60.0,12000.0,Current,Jan-2018,761xx,Individual,Dec-2014,debt_consolidation
287,IL,39500.0,RENT,0.0,11.44,36.0,3500.0,Fully Paid,,606xx,Individual,Dec-2014,vacation
288,LA,26000.0,RENT,0.0,12.39,36.0,2000.0,Fully Paid,,708xx,Individual,Dec-2014,other
289,TX,47500.0,OWN,0.0,18.54,36.0,16150.0,Fully Paid,,756xx,Individual,Dec-2014,debt_consolidation
290,NJ,98000.0,RENT,0.0,12.39,36.0,10000.0,Fully Paid,,074xx,Individual,Dec-2014,debt_consolidation
291,MI,21600.0,OWN,0.0,14.99,36.0,2000.0,Fully Paid,,481xx,Individual,Dec-2014,debt_consolidation
292,IN,67000.0,MORTGAGE,0.0,12.39,36.0,19000.0,Fully Paid,,463xx,Individual,Dec-2014,debt_consolidation
293,NC,32500.0,RENT,0.0,14.31,36.0,11675.0,Current,Jan-2018,282xx,Individual,Dec-2014,debt_consolidation
294,NC,23000.0,RENT,0.0,12.99,36.0,6000.0,Fully Paid,,282xx,Individual,Dec-2014,credit_card
295,FL,64000.0,MORTGAGE,0.0,11.44,60.0,16000.0,Fully Paid,,333xx,Individual,Dec-2014,credit_card
296,CA,60000.0,OWN,0.0,13.66,36.0,2650.0,Current,Jan-2018,939xx,Individual,Dec-2014,credit_card
297,MO,50000.0,MORTGAGE,0.0,16.49,60.0,13000.0,Current,Jan-2018,654xx,Individual,Dec-2014,other
298,SC,200000.0,MORTGAGE,0.0,14.31,36.0,15000.0,Current,Jan-2018,297xx,Individual,Dec-2014,debt_consolidation
299,NV,40000.0,OWN,0.0,10.49,36.0,4000.0,Fully Paid,,891xx,Individual,Dec-2014,home_improvement
300,NY,75000.0,RENT,0.0,11.99,36.0,12000.0,Fully Paid,,113xx,Individual,Dec-2014,credit_card
301,AL,60000.0,RENT,0.0,15.59,36.0,3000.0,Fully Paid,,363xx,Individual,Dec-2014,vacation
302,IL,65000.0,MORTGAGE,0.0,11.44,36.0,20000.0,Charged Off,,627xx,Individual,Dec-2014,credit_card
303,LA,59000.0,RENT,0.0,14.99,60.0,10000.0,Fully Paid,,705xx,Individual,Dec-2014,debt_consolidation
304,TX,580000.0,MORTGAGE,0.0,11.44,36.0,15000.0,Fully Paid,,787xx,Individual,Dec-2014,home_improvement
305,TX,50000.0,MORTGAGE,0.0,14.99,60.0,20000.0,Fully Paid,,782xx,Individual,Dec-2014,debt_consolidation
306,FL,65000.0,MORTGAGE,0.0,12.39,36.0,2000.0,Fully Paid,,327xx,Individual,Dec-2014,credit_card
307,IL,90000.0,RENT,0.0,13.66,60.0,35000.0,Charged Off,,607xx,Individual,Dec-2014,debt_consolidation
308,IN,35000.0,RENT,1.0,12.99,36.0,7000.0,Fully Paid,,463xx,Individual,Dec-2014,home_improvement
309,TN,55000.0,MORTGAGE,0.0,12.39,36.0,5000.0,Current,Jan-2018,373xx,Individual,Dec-2014,debt_consolidation
310,FL,67000.0,MORTGAGE,0.0,16.49,36.0,19425.0,Fully Paid,,321xx,Individual,Dec-2014,debt_consolidation
311,FL,58000.0,MORTGAGE,0.0,18.54,60.0,18450.0,Fully Paid,,330xx,Individual,Dec-2014,credit_card
312,AZ,203000.0,RENT,0.0,6.03,36.0,20000.0,Fully Paid,,850xx,Individual,Dec-2014,credit_card
313,LA,90226.0,MORTGAGE,0.0,12.99,36.0,11200.0,Fully Paid,,710xx,Individual,Dec-2014,debt_consolidation
314,MI,38550.0,OWN,0.0,15.59,60.0,12000.0,Charged Off,,481xx,Individual,Dec-2014,credit_card
315,AL,48000.0,MORTGAGE,0.0,11.99,36.0,3500.0,Fully Paid,,361xx,Individual,Dec-2014,car
316,WA,60000.0,MORTGAGE,0.0,11.44,36.0,22000.0,Fully Paid,,994xx,Individual,Dec-2014,credit_card
317,WA,35000.0,RENT,0.0,13.66,36.0,12000.0,Fully Paid,,980xx,Individual,Dec-2014,credit_card
318,GA,70000.0,RENT,0.0,12.99,60.0,15400.0,Fully Paid,,305xx,Individual,Dec-2014,credit_card
319,IL,90000.0,RENT,0.0,11.99,36.0,13000.0,Current,Jan-2018,600xx,Individual,Dec-2014,debt_consolidation
320,MN,30000.0,RENT,0.0,16.49,36.0,3000.0,Fully Paid,,560xx,Individual,Dec-2014,small_business
321,FL,44000.0,RENT,0.0,14.31,36.0,6500.0,Fully Paid,,331xx,Individual,Dec-2014,debt_consolidation
322,NC,19164.0,MORTGAGE,0.0,10.49,36.0,6725.0,Fully Paid,,281xx,Individual,Dec-2014,debt_consolidation
323,CT,69500.0,MORTGAGE,0.0,13.66,36.0,6400.0,Fully Paid,,060xx,Individual,Dec-2014,debt_consolidation
324,CA,84000.0,RENT,0.0,12.39,36.0,5000.0,Fully Paid,,925xx,Individual,Dec-2014,credit_card
325,IL,36000.0,MORTGAGE,0.0,13.66,36.0,5000.0,Fully Paid,,601xx,Individual,Dec-2014,medical
326,OH,85000.0,MORTGAGE,0.0,8.67,36.0,35000.0,Fully Paid,,442xx,Individual,Dec-2014,credit_card
327,TX,75000.0,MORTGAGE,0.0,8.67,36.0,10000.0,Fully Paid,,778xx,Individual,Dec-2014,car
328,NJ,63000.0,RENT,0.0,7.49,36.0,5700.0,Fully Paid,,070xx,Individual,Dec-2014,other
329,VA,40000.0,RENT,0.0,9.49,36.0,10000.0,Fully Paid,,231xx,Individual,Dec-2014,other
330,NV,80000.0,RENT,0.0,12.39,36.0,12000.0,Fully Paid,,895xx,Individual,Dec-2014,debt_consolidation
331,WV,44000.0,OWN,1.0,17.86,60.0,10000.0,Fully Paid,,260xx,Individual,Dec-2014,credit_card
332,IN,75000.0,OWN,0.0,8.67,36.0,2500.0,Fully Paid,,462xx,Individual,Dec-2014,other
333,NM,32000.0,MORTGAGE,0.0,10.49,36.0,8000.0,Fully Paid,,871xx,Individual,Dec-2014,debt_consolidation
334,MI,64000.0,MORTGAGE,0.0,8.67,36.0,12000.0,Fully Paid,,481xx,Individual,Dec-2014,home_improvement
335,VA,95000.0,MORTGAGE,0.0,14.31,36.0,1000.0,Fully Paid,,221xx,Individual,Dec-2014,other
336,MI,64000.0,MORTGAGE,0.0,17.14,60.0,16000.0,Current,Jan-2018,486xx,Individual,Dec-2014,debt_consolidation
337,NC,32000.0,MORTGAGE,0.0,13.66,36.0,13400.0,Fully Paid,,275xx,Individual,Dec-2014,debt_consolidation
338,WA,85000.0,MORTGAGE,0.0,18.54,60.0,24000.0,Charged Off,,983xx,Individual,Dec-2014,debt_consolidation
339,NJ,220000.0,MORTGAGE,0.0,13.66,60.0,25000.0,Current,Jan-2018,080xx,Individual,Dec-2014,debt_consolidation
340,IL,100000.0,RENT,0.0,11.99,36.0,7000.0,Fully Paid,,600xx,Individual,Dec-2014,debt_consolidation
341,OR,95000.0,MORTGAGE,0.0,12.39,36.0,12000.0,Charged Off,,970xx,Individual,Dec-2014,debt_consolidation
342,LA,115000.0,MORTGAGE,0.0,9.49,36.0,6000.0,Fully Paid,,705xx,Individual,Dec-2014,debt_consolidation
343,WA,35000.0,MORTGAGE,0.0,8.19,36.0,7000.0,Fully Paid,,993xx,Individual,Dec-2014,debt_consolidation
344,FL,46000.0,MORTGAGE,0.0,9.49,36.0,21000.0,Fully Paid,,323xx,Individual,Dec-2014,debt_consolidation
345,CA,79500.0,RENT,0.0,22.99,60.0,35000.0,Current,Jan-2018,958xx,Individual,Dec-2014,debt_consolidation
346,VA,102000.0,MORTGAGE,0.0,12.99,60.0,30000.0,Current,Jan-2018,201xx,Individual,Dec-2014,debt_consolidation
347,UT,65000.0,OWN,0.0,6.99,36.0,1500.0,Fully Paid,,846xx,Individual,Dec-2014,car
348,NJ,50478.0,MORTGAGE,0.0,12.39,60.0,14000.0,Current,Jan-2018,070xx,Individual,Dec-2014,home_improvement
349,NJ,65000.0,RENT,0.0,6.49,36.0,6000.0,Fully Paid,,079xx,Individual,Dec-2014,medical
350,AZ,100000.0,MORTGAGE,0.0,10.49,60.0,12000.0,Current,Jan-2018,853xx,Individual,Dec-2014,credit_card
351,VA,66000.0,RENT,0.0,11.44,60.0,10000.0,Fully Paid,,220xx,Individual,Dec-2014,credit_card
352,IN,54000.0,RENT,0.0,8.67,36.0,12000.0,Fully Paid,,460xx,Individual,Dec-2014,credit_card
353,CA,150000.0,RENT,0.0,14.31,60.0,15000.0,Current,Jan-2018,900xx,Individual,Dec-2014,credit_card
354,CA,48000.0,MORTGAGE,0.0,12.99,36.0,15000.0,Charged Off,,920xx,Individual,Dec-2014,other
355,VA,42000.0,MORTGAGE,0.0,8.67,36.0,10500.0,Fully Paid,,240xx,Individual,Dec-2014,debt_consolidation
356,FL,80000.0,RENT,0.0,8.67,36.0,13000.0,Fully Paid,,331xx,Individual,Dec-2014,debt_consolidation
357,TN,50000.0,OWN,0.0,17.14,60.0,10000.0,Current,Jan-2018,377xx,Individual,Dec-2014,home_improvement
358,LA,26880.0,RENT,0.0,12.99,36.0,5000.0,Charged Off,,700xx,Individual,Dec-2014,debt_consolidation
359,IN,40221.0,RENT,0.0,9.49,36.0,12000.0,Fully Paid,,462xx,Individual,Dec-2014,credit_card
360,FL,60590.0,MORTGAGE,0.0,15.59,60.0,10000.0,Current,Jan-2018,320xx,Individual,Dec-2014,debt_consolidation
361,MI,72000.0,MORTGAGE,0.0,21.99,60.0,30000.0,Charged Off,,481xx,Individual,Dec-2014,debt_consolidation
362,WI,105000.0,MORTGAGE,0.0,8.67,36.0,35000.0,Fully Paid,,549xx,Individual,Dec-2014,debt_consolidation
363,CO,105000.0,MORTGAGE,0.0,11.44,60.0,16000.0,Current,Jan-2018,800xx,Individual,Dec-2014,debt_consolidation
364,WI,70000.0,MORTGAGE,0.0,11.44,36.0,11000.0,Fully Paid,,532xx,Individual,Dec-2014,credit_card
365,GA,45000.0,OWN,0.0,12.39,36.0,8000.0,Fully Paid,,301xx,Individual,Dec-2014,car
366,NJ,88000.0,MORTGAGE,0.0,8.67,36.0,12000.0,Fully Paid,,080xx,Individual,Dec-2014,debt_consolidation
367,VA,140000.0,RENT,0.0,14.31,36.0,35000.0,Fully Paid,,201xx,Individual,Dec-2014,debt_consolidation
368,PA,90000.0,MORTGAGE,0.0,8.19,36.0,6000.0,Fully Paid,,158xx,Individual,Dec-2014,debt_consolidation
369,CA,55000.0,OWN,0.0,14.31,36.0,11875.0,Fully Paid,,921xx,Individual,Dec-2014,credit_card
370,VA,69000.0,MORTGAGE,0.0,8.67,60.0,13000.0,Current,Jan-2018,231xx,Individual,Dec-2014,credit_card
371,AZ,37000.0,RENT,0.0,9.49,36.0,10000.0,Fully Paid,,852xx,Individual,Dec-2014,debt_consolidation
372,MN,90000.0,MORTGAGE,0.0,8.67,60.0,25000.0,Current,Jan-2018,550xx,Individual,Dec-2014,credit_card
373,IL,100000.0,RENT,0.0,11.99,36.0,15000.0,Fully Paid,,601xx,Individual,Dec-2014,debt_consolidation
374,TX,110000.0,MORTGAGE,0.0,20.99,60.0,16000.0,Charged Off,,770xx,Individual,Dec-2014,debt_consolidation
375,FL,148320.0,RENT,0.0,14.31,60.0,24500.0,Fully Paid,,334xx,Individual,Dec-2014,debt_consolidation
376,CA,98500.0,RENT,0.0,12.39,36.0,25000.0,Fully Paid,,944xx,Individual,Dec-2014,major_purchase
377,AR,55000.0,MORTGAGE,0.0,14.31,60.0,11200.0,Charged Off,,722xx,Individual,Dec-2014,debt_consolidation
378,MD,112000.0,MORTGAGE,0.0,11.44,60.0,10000.0,Current,Jan-2018,206xx,Individual,Dec-2014,debt_consolidation
379,TX,84000.0,MORTGAGE,0.0,17.14,60.0,30225.0,Charged Off,,750xx,Individual,Dec-2014,debt_consolidation
380,TX,150000.0,MORTGAGE,0.0,14.31,60.0,27000.0,Current,Jan-2018,785xx,Individual,Dec-2014,debt_consolidation
381,KY,275000.0,MORTGAGE,0.0,8.19,36.0,28000.0,Fully Paid,,402xx,Individual,Dec-2014,small_business
382,NJ,93685.0,RENT,1.0,10.49,36.0,5000.0,Fully Paid,,071xx,Individual,Dec-2014,debt_consolidation
383,CA,60000.0,OWN,0.0,20.99,60.0,16000.0,Fully Paid,,913xx,Individual,Dec-2014,debt_consolidation
384,NJ,60000.0,RENT,0.0,12.39,36.0,10000.0,Fully Paid,,070xx,Individual,Dec-2014,debt_consolidation
385,NY,62000.0,OWN,0.0,12.39,60.0,20400.0,Current,Jan-2018,104xx,Individual,Dec-2014,debt_consolidation
386,NJ,235000.0,RENT,0.0,17.14,60.0,20000.0,Fully Paid,,073xx,Individual,Dec-2014,debt_consolidation
387,TN,47380.0,RENT,0.0,14.99,36.0,20725.0,Fully Paid,,370xx,Individual,Dec-2014,debt_consolidation
388,NY,80000.0,MORTGAGE,0.0,14.99,36.0,15000.0,Fully Paid,,104xx,Individual,Dec-2014,home_improvement
389,AZ,52000.0,MORTGAGE,0.0,8.67,36.0,4500.0,Charged Off,,853xx,Individual,Dec-2014,debt_consolidation
390,CA,79000.0,MORTGAGE,0.0,6.03,36.0,5000.0,Fully Paid,,910xx,Individual,Dec-2014,debt_consolidation
391,NV,45000.0,RENT,0.0,8.19,36.0,4000.0,Fully Paid,,890xx,Individual,Dec-2014,debt_consolidation
392,FL,56000.0,RENT,0.0,12.39,36.0,15000.0,Fully Paid,,339xx,Individual,Dec-2014,debt_consolidation
393,TX,34000.0,RENT,0.0,11.99,36.0,10400.0,Fully Paid,,790xx,Individual,Dec-2014,debt_consolidation
394,NJ,50000.0,RENT,0.0,8.67,36.0,6600.0,Fully Paid,,082xx,Individual,Dec-2014,credit_card
395,NC,30000.0,RENT,0.0,17.14,36.0,7150.0,Fully Paid,,284xx,Individual,Dec-2014,debt_consolidation
396,MI,18000.0,MORTGAGE,0.0,17.86,36.0,1375.0,Fully Paid,,488xx,Individual,Dec-2014,debt_consolidation
397,MI,40000.0,MORTGAGE,0.0,17.14,36.0,9650.0,Fully Paid,,495xx,Individual,Dec-2014,debt_consolidation
