id,addr_state,annual_inc,home_ownership,tax_liens,int_rate,term,loan_amnt,loan_status,next_pymnt_d,zip_code,application_type,issue_d,purpose
398,CA,45000.0,MORTGAGE,0.0,7.49,36.0,16000.0,Fully Paid,,959xx,Individual,Dec-2014,debt_consolidation
399,OH,38000.0,RENT,0.0,15.59,36.0,10300.0,Current,Jan-2018,432xx,Individual,Dec-2014,other
400,OR,65000.0,RENT,0.0,15.99,36.0,4000.0,Current,Jan-2018,972xx,Individual,Dec-2014,moving
401,MI,41500.0,MORTGAGE,0.0,19.24,60.0,11000.0,Current,Jan-2018,480xx,Individual,Dec-2014,debt_consolidation
402,NY,95000.0,OWN,0.0,13.66,36.0,5000.0,Current,Jan-2018,114xx,Individual,Dec-2014,other
403,MN,85000.0,MORTGAGE,0.0,10.49,36.0,20000.0,Fully Paid,,563xx,Individual,Dec-2014,debt_consolidation
404,NV,95000.0,MORTGAGE,0.0,11.44,36.0,4000.0,Fully Paid,,891xx,Individual,Dec-2014,home_improvement
405,TX,108600.0,MORTGAGE,0.0,8.67,36.0,21000.0,Fully Paid,,782xx,Individual,Dec-2014,debt_consolidation
406,MA,137240.0,RENT,0.0,15.59,36.0,9725.0,Fully Paid,,024xx,Individual,Dec-2014,house
407,NY,23000.0,RENT,0.0,15.59,36.0,4800.0,Charged Off,,132xx,Individual,Dec-2014,moving
408,FL,120000.0,MORTGAGE,0.0,12.99,36.0,24000.0,Fully Paid,,337xx,Individual,Dec-2014,credit_card
409,KS,60000.0,RENT,0.0,6.03,36.0,8000.0,Fully Paid,,662xx,Individual,Dec-2014,credit_card
410,IL,70000.0,RENT,0.0,7.49,36.0,10200.0,Current,Jan-2018,605xx,Individual,Dec-2014,debt_consolidation
411,NJ,40000.0,OWN,0.0,6.49,36.0,7500.0,Fully Paid,,087xx,Individual,Dec-2014,credit_card
412,IN,70000.0,MORTGAGE,0.0,14.31,36.0,16000.0,Current,Jan-2018,468xx,Individual,Dec-2014,debt_consolidation
413,VA,30000.0,RENT,0.0,12.39,36.0,8500.0,Fully Paid,,240xx,Individual,Dec-2014,debt_consolidation
414,CA,35300.0,RENT,0.0,12.39,36.0,10000.0,Fully Paid,,945xx,Individual,Dec-2014,debt_consolidation
415,IL,69000.0,RENT,0.0,8.19,60.0,16000.0,Current,Jan-2018,600xx,Individual,Dec-2014,other
416,AZ,216000.0,MORTGAGE,0.0,8.67,36.0,35000.0,Fully Paid,,852xx,Individual,Dec-2014,credit_card
417,CA,105000.0,RENT,0.0,16.49,60.0,20000.0,Current,Jan-2018,927xx,Individual,Dec-2014,debt_consolidation
418,NJ,125000.0,RENT,0.0,15.99,36.0,6075.0,Fully Paid,,070xx,Individual,Dec-2014,debt_consolidation
419,MD,67000.0,MORTGAGE,0.0,19.99,36.0,4800.0,Current,Jan-2018,211xx,Individual,Dec-2014,credit_card
420,TN,99000.0,MORTGAGE,0.0,11.44,36.0,15000.0,Fully Paid,,378xx,Individual,Dec-2014,debt_consolidation
421,WI,40000.0,MORTGAGE,0.0,14.31,60.0,12000.0,Current,Jan-2018,530xx,Individual,Dec-2014,debt_consolidation
422,CA,50000.0,RENT,0.0,10.49,36.0,8700.0,Fully Paid,,958xx,Individual,Dec-2014,credit_card
423,KS,150000.0,MORTGAGE,0.0,17.14,60.0,35000.0,Fully Paid,,660xx,Individual,Dec-2014,debt_consolidation
424,PA,115000.0,MORTGAGE,0.0,6.49,36.0,15000.0,Fully Paid,,190xx,Individual,Dec-2014,debt_consolidation
425,MN,34000.0,RENT,0.0,12.39,60.0,15525.0,Current,Jan-2018,559xx,Individual,Dec-2014,credit_card
426,MA,25000.0,OWN,0.0,6.49,36.0,5000.0,Fully Paid,,016xx,Individual,Dec-2014,debt_consolidation
427,NY,37024.0,OWN,0.0,20.99,60.0,11075.0,Fully Paid,,120xx,Individual,Dec-2014,debt_consolidation
428,MT,85000.0,MORTGAGE,0.0,11.99,36.0,20000.0,Fully Paid,,597xx,Individual,Dec-2014,credit_card
429,WI,450000.0,MORTGAGE,0.0,18.54,60.0,35000.0,Fully Paid,,549xx,Individual,Dec-2014,debt_consolidation
430,FL,80000.0,MORTGAGE,0.0,7.49,36.0,12000.0,Fully Paid,,329xx,Individual,Dec-2014,debt_consolidation
431,NY,85000.0,RENT,1.0,21.99,60.0,24000.0,Charged Off,,114xx,Individual,Dec-2014,debt_consolidation
432,SC,110000.0,MORTGAGE,0.0,14.31,60.0,20000.0,Current,Jan-2018,294xx,Individual,Dec-2014,debt_consolidation
433,NV,55000.0,RENT,0.0,12.99,60.0,15000.0,Fully Paid,,891xx,Individual,Dec-2014,debt_consolidation
434,TX,73000.0,MORTGAGE,0.0,8.67,36.0,5000.0,Fully Paid,,751xx,Individual,Dec-2014,vacation
435,FL,55000.0,OWN,0.0,10.49,36.0,3075.0,Fully Paid,,331xx,Individual,Dec-2014,debt_consolidation
436,NC,90000.0,MORTGAGE,0.0,12.99,36.0,4800.0,Current,Jan-2018,272xx,Individual,Dec-2014,debt_consolidation
437,WV,107500.0,MORTGAGE,0.0,12.39,36.0,5000.0,Fully Paid,,261xx,Individual,Dec-2014,debt_consolidation
438,CO,60000.0,RENT,0.0,21.99,60.0,22800.0,Late (31-120 days),Jan-2018,800xx,Individual,Dec-2014,debt_consolidation
439,MT,25000.0,RENT,0.0,24.99,36.0,7475.0,Fully Paid,,597xx,Individual,Dec-2014,debt_consolidation
440,NJ,137000.0,MORTGAGE,0.0,7.49,36.0,28000.0,Fully Paid,,070xx,Individual,Dec-2014,debt_consolidation
441,CT,160000.0,MORTGAGE,0.0,9.49,36.0,18000.0,Fully Paid,,067xx,Individual,Dec-2014,debt_consolidation
442,FL,51000.0,RENT,0.0,8.67,36.0,18000.0,Fully Paid,,333xx,Individual,Dec-2014,debt_consolidation
443,MA,140000.0,MORTGAGE,0.0,19.99,60.0,28000.0,Fully Paid,,023xx,Individual,Dec-2014,debt_consolidation
444,NY,185000.0,MORTGAGE,0.0,8.67,60.0,25000.0,Current,Jan-2018,105xx,Individual,Dec-2014,credit_card
445,NY,36180.0,RENT,0.0,15.59,36.0,15900.0,Fully Paid,,104xx,Individual,Dec-2014,debt_consolidation
446,TX,87475.0,MORTGAGE,0.0,12.39,36.0,17000.0,Current,Jan-2018,750xx,Individual,Dec-2014,debt_consolidation
447,PA,21000.0,RENT,0.0,15.99,36.0,1000.0,Fully Paid,,172xx,Individual,Dec-2014,medical
448,NC,85814.0,RENT,0.0,11.99,36.0,21000.0,Fully Paid,,283xx,Individual,Dec-2014,debt_consolidation
449,TX,57600.0,MORTGAGE,0.0,10.49,36.0,10000.0,Fully Paid,,750xx,Individual,Dec-2014,debt_consolidation
450,NV,39465.0,OWN,0.0,17.86,36.0,13225.0,Fully Paid,,891xx,Individual,Dec-2014,credit_card
451,IL,100000.0,MORTGAGE,0.0,12.39,36.0,33000.0,Fully Paid,,600xx,Individual,Dec-2014,credit_card
452,MO,83000.0,MORTGAGE,0.0,6.99,36.0,12000.0,Fully Paid,,640xx,Individual,Dec-2014,credit_card
453,TX,69000.0,RENT,0.0,13.66,36.0,12000.0,Fully Paid,,774xx,Individual,Dec-2014,debt_consolidation
454,NY,42000.0,RENT,0.0,6.99,36.0,8000.0,Charged Off,,144xx,Individual,Dec-2014,debt_consolidation
455,NY,27300.0,RENT,0.0,15.59,36.0,9225.0,Fully Paid,,112xx,Individual,Dec-2014,debt_consolidation
456,CA,82500.0,RENT,0.0,15.59,36.0,25000.0,Fully Paid,,925xx,Individual,Dec-2014,small_business
457,CT,35000.0,RENT,0.0,8.19,36.0,5000.0,Fully Paid,,062xx,Individual,Dec-2014,debt_consolidation
458,TX,89000.0,MORTGAGE,0.0,11.44,60.0,13000.0,Fully Paid,,782xx,Individual,Dec-2014,major_purchase
459,CA,50000.0,OWN,0.0,8.67,36.0,10000.0,Fully Paid,,927xx,Individual,Dec-2014,major_purchase
460,MI,42000.0,MORTGAGE,0.0,12.99,60.0,15000.0,Charged Off,,495xx,Individual,Dec-2014,debt_consolidation
461,MN,55000.0,RENT,0.0,7.49,36.0,8500.0,Fully Paid,,554xx,Individual,Dec-2014,debt_consolidation
462,NY,95480.0,RENT,0.0,7.49,36.0,18000.0,Fully Paid,,100xx,Individual,Dec-2014,debt_consolidation
463,IN,40000.0,MORTGAGE,0.0,12.39,60.0,20000.0,Current,Jan-2018,462xx,Individual,Dec-2014,debt_consolidation
464,VA,55200.0,OWN,0.0,8.67,36.0,20000.0,Fully Paid,,230xx,Individual,Dec-2014,debt_consolidation
465,GA,50000.0,MORTGAGE,0.0,7.49,36.0,10300.0,Fully Paid,,301xx,Individual,Dec-2014,debt_consolidation
466,SC,40000.0,MORTGAGE,0.0,6.03,36.0,10000.0,Fully Paid,,296xx,Individual,Dec-2014,credit_card
467,CT,68000.0,MORTGAGE,0.0,15.59,36.0,11750.0,Fully Paid,,068xx,Individual,Dec-2014,debt_consolidation
468,FL,59000.0,MORTGAGE,0.0,17.14,60.0,11000.0,Fully Paid,,329xx,Individual,Dec-2014,debt_consolidation
469,CA,22000.0,RENT,0.0,11.44,36.0,4200.0,Fully Paid,,953xx,Individual,Dec-2014,other
470,NC,70000.0,MORTGAGE,0.0,13.66,36.0,8000.0,Fully Paid,,281xx,Individual,Dec-2014,other
471,CA,93808.0,RENT,0.0,7.49,36.0,8000.0,Fully Paid,,960xx,Individual,Dec-2014,debt_consolidation
472,AZ,61000.0,RENT,0.0,8.19,36.0,6000.0,Fully Paid,,857xx,Individual,Dec-2014,other
473,TX,47000.0,RENT,0.0,12.99,36.0,11200.0,Fully Paid,,782xx,Individual,Dec-2014,debt_consolidation
474,TX,50000.0,RENT,0.0,11.44,36.0,11200.0,Fully Paid,,751xx,Individual,Dec-2014,medical
475,OH,55000.0,OWN,0.0,13.66,60.0,10000.0,Charged Off,,430xx,Individual,Dec-2014,credit_card
476,NJ,117000.0,MORTGAGE,0.0,12.39,60.0,21000.0,Current,Jan-2018,078xx,Individual,Dec-2014,debt_consolidation
477,MO,35000.0,OWN,0.0,6.03,36.0,7000.0,Fully Paid,,630xx,Individual,Dec-2014,debt_consolidation
478,FL,52000.0,MORTGAGE,0.0,11.44,36.0,9800.0,Fully Paid,,328xx,Individual,Dec-2014,debt_consolidation
479,CA,61409.0,MORTGAGE,0.0,15.59,60.0,13550.0,Fully Paid,,957xx,Individual,Dec-2014,debt_consolidation
480,AZ,77000.0,RENT,0.0,13.66,60.0,16000.0,Charged Off,,853xx,Individual,Dec-2014,home_improvement
481,NY,35000.0,RENT,0.0,12.39,36.0,6000.0,Fully Paid,,104xx,Individual,Dec-2014,debt_consolidation
482,NC,48000.0,MORTGAGE,0.0,10.49,60.0,20000.0,Current,Jan-2018,274xx,Individual,Dec-2014,debt_consolidation
483,AZ,59000.0,MORTGAGE,0.0,8.67,36.0,7000.0,Fully Paid,,853xx,Individual,Dec-2014,debt_consolidation
484,GA,145000.0,MORTGAGE,0.0,7.49,36.0,28000.0,Fully Paid,,303xx,Individual,Dec-2014,credit_card
485,NV,100000.0,MORTGAGE,0.0,22.99,60.0,25000.0,Current,Jan-2018,891xx,Individual,Dec-2014,credit_card
486,IN,60000.0,MORTGAGE,0.0,8.19,36.0,24000.0,Fully Paid,,468xx,Individual,Dec-2014,debt_consolidation
487,GA,110000.0,MORTGAGE,0.0,6.99,36.0,12000.0,Fully Paid,,300xx,Individual,Dec-2014,home_improvement
488,WI,31000.0,RENT,0.0,13.66,36.0,7400.0,Fully Paid,,534xx,Individual,Dec-2014,major_purchase
489,NY,110000.0,OWN,0.0,11.99,60.0,20000.0,Charged Off,,109xx,Individual,Dec-2014,credit_card
490,TX,90000.0,MORTGAGE,0.0,8.19,36.0,8000.0,Fully Paid,,762xx,Individual,Dec-2014,credit_card
491,TX,78000.0,RENT,0.0,15.59,60.0,24000.0,Current,Jan-2018,775xx,Individual,Dec-2014,debt_consolidation
492,NY,90000.0,RENT,0.0,12.99,60.0,22000.0,Fully Paid,,119xx,Individual,Dec-2014,debt_consolidation
493,CA,72000.0,RENT,0.0,14.99,60.0,20000.0,Charged Off,,928xx,Individual,Dec-2014,credit_card
494,PA,90000.0,MORTGAGE,0.0,15.59,60.0,30000.0,Current,Jan-2018,156xx,Individual,Dec-2014,credit_card
495,MI,59055.0,MORTGAGE,0.0,11.44,36.0,16000.0,Fully Paid,,481xx,Individual,Dec-2014,debt_consolidation
496,GA,73000.0,OWN,0.0,8.67,36.0,3000.0,Fully Paid,,301xx,Individual,Dec-2014,other
497,WI,40000.0,MORTGAGE,0.0,6.49,36.0,12000.0,Fully Paid,,530xx,Individual,Dec-2014,debt_consolidation
498,IL,95000.0,MORTGAGE,0.0,6.03,36.0,24100.0,Current,Jan-2018,606xx,Individual,Dec-2014,credit_card
499,OR,53000.0,MORTGAGE,0.0,18.54,36.0,5375.0,Fully Paid,,972xx,Individual,Dec-2014,debt_consolidation
500,VA,42000.0,OWN,0.0,6.99,36.0,10000.0,Fully Paid,,235xx,Individual,Dec-2014,credit_card
501,WA,83000.0,MORTGAGE,0.0,9.49,36.0,16800.0,Fully Paid,,980xx,Individual,Dec-2014,credit_card
502,IL,45000.0,OWN,0.0,14.31,60.0,19800.0,Current,Jan-2018,605xx,Individual,Dec-2014,debt_consolidation
503,TN,55000.0,OWN,0.0,14.99,36.0,23800.0,Fully Paid,,378xx,Individual,Dec-2014,debt_consolidation
504,CA,124000.0,RENT,0.0,12.99,60.0,21600.0,Fully Paid,,902xx,Individual,Dec-2014,debt_consolidation
505,WA,115000.0,MORTGAGE,0.0,11.99,36.0,24000.0,Fully Paid,,982xx,Individual,Dec-2014,debt_consolidation
506,KY,90000.0,MORTGAGE,0.0,17.14,60.0,18000.0,Fully Paid,,403xx,Individual,Dec-2014,debt_consolidation
507,NY,80000.0,RENT,0.0,12.99,36.0,24000.0,Current,Jan-2018,113xx,Individual,Dec-2014,credit_card
508,CA,58000.0,MORTGAGE,0.0,8.19,36.0,16000.0,Fully Paid,,958xx,Individual,Dec-2014,credit_card
509,IL,76000.0,OWN,0.0,15.99,36.0,10225.0,Fully Paid,,601xx,Individual,Dec-2014,debt_consolidation
510,OH,55000.0,MORTGAGE,0.0,17.86,60.0,15000.0,Current,Jan-2018,449xx,Individual,Dec-2014,debt_consolidation
511,CA,52000.0,OWN,0.0,11.99,36.0,15000.0,Fully Paid,,900xx,Individual,Dec-2014,debt_consolidation
512,WA,225000.0,RENT,0.0,6.03,36.0,24000.0,Fully Paid,,980xx,Individual,Dec-2014,credit_card
513,WA,70000.0,RENT,0.0,9.49,36.0,4000.0,Fully Paid,,980xx,Individual,Dec-2014,debt_consolidation
514,TX,65000.0,RENT,0.0,11.44,36.0,9600.0,Fully Paid,,763xx,Individual,Dec-2014,debt_consolidation
515,TX,65000.0,OWN,0.0,15.59,60.0,23000.0,Charged Off,,751xx,Individual,Dec-2014,debt_consolidation
516,MD,65000.0,MORTGAGE,0.0,6.03,36.0,10000.0,Fully Paid,,217xx,Individual,Dec-2014,credit_card
517,AZ,28000.0,MORTGAGE,0.0,16.49,36.0,5000.0,Fully Paid,,852xx,Individual,Dec-2014,debt_consolidation
518,NY,43000.0,RENT,0.0,12.39,36.0,6500.0,Fully Paid,,139xx,Individual,Dec-2014,other
519,PA,125000.0,MORTGAGE,0.0,6.49,36.0,28000.0,Current,Jan-2018,189xx,Individual,Dec-2014,credit_card
520,IL,80000.0,MORTGAGE,0.0,8.19,36.0,9600.0,Fully Paid,,606xx,Individual,Dec-2014,credit_card
521,NC,100000.0,MORTGAGE,0.0,6.49,36.0,12000.0,Fully Paid,,276xx,Individual,Dec-2014,debt_consolidation
522,MI,92000.0,MORTGAGE,0.0,13.66,36.0,20000.0,Fully Paid,,481xx,Individual,Dec-2014,debt_consolidation
523,CA,120000.0,RENT,0.0,15.99,60.0,25000.0,Charged Off,,921xx,Individual,Dec-2014,credit_card
524,OH,46000.0,MORTGAGE,0.0,15.99,60.0,15000.0,Fully Paid,,450xx,Individual,Dec-2014,debt_consolidation
525,NC,60000.0,MORTGAGE,0.0,6.03,36.0,12000.0,Fully Paid,,275xx,Individual,Dec-2014,debt_consolidation
526,CT,66099.0,RENT,0.0,8.19,36.0,17000.0,Fully Paid,,065xx,Individual,Dec-2014,credit_card
527,WA,70000.0,MORTGAGE,0.0,22.99,60.0,27650.0,Current,Jan-2018,980xx,Individual,Dec-2014,debt_consolidation
528,MO,90000.0,MORTGAGE,0.0,17.14,60.0,14000.0,Charged Off,,630xx,Individual,Dec-2014,debt_consolidation
529,NM,50000.0,RENT,0.0,17.14,60.0,12000.0,Current,Jan-2018,871xx,Individual,Dec-2014,home_improvement
530,FL,72000.0,MORTGAGE,0.0,15.59,36.0,12000.0,Fully Paid,,334xx,Individual,Dec-2014,debt_consolidation
531,NY,190000.0,OWN,0.0,6.03,36.0,25000.0,Fully Paid,,109xx,Individual,Dec-2014,credit_card
532,MO,32000.0,MORTGAGE,0.0,7.49,36.0,2500.0,Fully Paid,,630xx,Individual,Dec-2014,car
533,PA,42000.0,MORTGAGE,0.0,17.14,60.0,15000.0,Charged Off,,190xx,Individual,Dec-2014,home_improvement
534,PA,60000.0,OWN,0.0,9.49,36.0,15000.0,Fully Paid,,191xx,Individual,Dec-2014,debt_consolidation
535,NY,85000.0,RENT,0.0,6.03,36.0,10000.0,Fully Paid,,112xx,Individual,Dec-2014,credit_card
536,FL,43000.0,RENT,0.0,14.31,36.0,12000.0,Charged Off,,339xx,Individual,Dec-2014,credit_card
537,NJ,105000.0,MORTGAGE,0.0,6.99,36.0,2500.0,Fully Paid,,081xx,Individual,Dec-2014,car
538,VA,64000.0,MORTGAGE,0.0,14.99,36.0,14400.0,Fully Paid,,232xx,Individual,Dec-2014,debt_consolidation
539,CT,45000.0,MORTGAGE,0.0,8.67,36.0,10000.0,Fully Paid,,060xx,Individual,Dec-2014,debt_consolidation
540,VA,69000.0,MORTGAGE,0.0,12.99,36.0,15000.0,Fully Paid,,224xx,Individual,Dec-2014,car
541,WV,43000.0,MORTGAGE,1.0,15.59,60.0,18000.0,Fully Paid,,260xx,Individual,Dec-2014,debt_consolidation
542,CA,100000.0,RENT,0.0,10.49,36.0,6000.0,Fully Paid,,917xx,Individual,Dec-2014,debt_consolidation
543,TX,88100.0,MORTGAGE,0.0,11.99,36.0,14400.0,Fully Paid,,782xx,Individual,Dec-2014,debt_consolidation
544,MD,34000.0,RENT,0.0,13.66,36.0,2000.0,Fully Paid,,218xx,Individual,Dec-2014,debt_consolidation
545,NV,88000.0,RENT,0.0,9.49,36.0,3600.0,Fully Paid,,891xx,Individual,Dec-2014,major_purchase
546,FL,22500.0,RENT,0.0,6.03,36.0,8000.0,Fully Paid,,331xx,Individual,Dec-2014,credit_card
547,AZ,60000.0,RENT,0.0,15.99,36.0,2800.0,Fully Paid,,852xx,Individual,Dec-2014,debt_consolidation
548,AZ,81900.0,MORTGAGE,0.0,11.99,36.0,15000.0,Fully Paid,,852xx,Individual,Dec-2014,debt_consolidation
549,IL,46291.0,MORTGAGE,0.0,8.67,36.0,9600.0,Fully Paid,,600xx,Individual,Dec-2014,credit_card
550,IL,55000.0,MORTGAGE,0.0,6.49,36.0,10000.0,Fully Paid,,606xx,Individual,Dec-2014,credit_card
551,TN,225000.0,MORTGAGE,0.0,7.49,36.0,10000.0,Fully Paid,,370xx,Individual,Dec-2014,home_improvement
552,GA,78000.0,OWN,0.0,10.49,36.0,1500.0,Fully Paid,,301xx,Individual,Dec-2014,other
553,NY,60000.0,MORTGAGE,0.0,12.39,60.0,12000.0,Current,Jan-2018,120xx,Individual,Dec-2014,debt_consolidation
554,MA,80000.0,MORTGAGE,0.0,23.99,60.0,20000.0,Charged Off,,021xx,Individual,Dec-2014,debt_consolidation
555,MI,52000.0,RENT,0.0,19.99,36.0,7050.0,Fully Paid,,481xx,Individual,Dec-2014,debt_consolidation
556,RI,130000.0,MORTGAGE,0.0,6.49,36.0,6000.0,Fully Paid,,028xx,Individual,Dec-2014,credit_card
557,CA,97000.0,MORTGAGE,0.0,24.99,60.0,30000.0,Charged Off,,908xx,Individual,Dec-2014,other
558,CA,63000.0,RENT,0.0,22.99,60.0,14700.0,Fully Paid,,919xx,Individual,Dec-2014,debt_consolidation
559,AR,58000.0,MORTGAGE,0.0,13.66,36.0,18000.0,Current,Jan-2018,726xx,Individual,Dec-2014,debt_consolidation
560,IL,310000.0,MORTGAGE,0.0,10.49,36.0,20000.0,Fully Paid,,605xx,Individual,Dec-2014,debt_consolidation
561,NY,60000.0,MORTGAGE,0.0,11.99,60.0,29975.0,Fully Paid,,103xx,Individual,Dec-2014,debt_consolidation
562,VA,50000.0,RENT,0.0,12.99,36.0,3000.0,Fully Paid,,235xx,Individual,Dec-2014,other
563,MS,75000.0,MORTGAGE,0.0,16.49,36.0,5875.0,Charged Off,,395xx,Individual,Dec-2014,debt_consolidation
564,TX,70000.0,OWN,0.0,12.39,36.0,32000.0,Fully Paid,,769xx,Individual,Dec-2014,debt_consolidation
565,TX,65000.0,MORTGAGE,0.0,8.19,36.0,6600.0,Fully Paid,,782xx,Individual,Dec-2014,debt_consolidation
566,OH,25000.0,RENT,0.0,15.99,36.0,8475.0,Fully Paid,,441xx,Individual,Dec-2014,debt_consolidation
567,WI,83000.0,MORTGAGE,0.0,9.49,60.0,31200.0,Fully Paid,,535xx,Individual,Dec-2014,credit_card
568,OK,58000.0,MORTGAGE,0.0,6.49,36.0,15000.0,Charged Off,,740xx,Individual,Dec-2014,debt_consolidation
569,CA,150000.0,MORTGAGE,0.0,15.59,60.0,35000.0,Fully Paid,,927xx,Individual,Dec-2014,home_improvement
570,CA,280000.0,MORTGAGE,0.0,11.44,36.0,8000.0,Fully Paid,,951xx,Individual,Dec-2014,credit_card
571,MN,40000.0,MORTGAGE,0.0,15.99,60.0,11075.0,Fully Paid,,563xx,Individual,Dec-2014,debt_consolidation
572,CA,86000.0,RENT,0.0,14.31,36.0,35000.0,Fully Paid,,900xx,Individual,Dec-2014,debt_consolidation
573,LA,43000.0,MORTGAGE,0.0,7.49,36.0,7000.0,Current,Jan-2018,701xx,Individual,Dec-2014,debt_consolidation
574,CA,60000.0,MORTGAGE,0.0,13.66,36.0,7000.0,Fully Paid,,928xx,Individual,Dec-2014,other
575,NY,34000.0,RENT,0.0,11.99,36.0,12000.0,Fully Paid,,104xx,Individual,Dec-2014,debt_consolidation
576,AZ,77000.0,RENT,0.0,17.86,36.0,29000.0,Charged Off,,850xx,Individual,Dec-2014,debt_consolidation
577,NY,185000.0,RENT,0.0,11.99,36.0,5000.0,Fully Paid,,110xx,Individual,Dec-2014,debt_consolidation
578,NM,110000.0,MORTGAGE,0.0,8.19,60.0,28000.0,Current,Jan-2018,870xx,Individual,Dec-2014,credit_card
579,MT,56000.0,RENT,0.0,8.67,36.0,15000.0,Fully Paid,,595xx,Individual,Dec-2014,debt_consolidation
580,MD,122500.0,MORTGAGE,0.0,8.67,36.0,30000.0,Fully Paid,,208xx,Individual,Dec-2014,debt_consolidation
581,WI,62000.0,MORTGAGE,0.0,19.24,60.0,20000.0,Fully Paid,,548xx,Individual,Dec-2014,credit_card
582,IL,115000.0,MORTGAGE,0.0,13.66,36.0,12000.0,Charged Off,,606xx,Individual,Dec-2014,debt_consolidation
583,CA,112000.0,RENT,0.0,9.49,36.0,3600.0,Fully Paid,,937xx,Individual,Dec-2014,debt_consolidation
584,WV,82000.0,MORTGAGE,0.0,6.99,36.0,18000.0,Fully Paid,,253xx,Individual,Dec-2014,credit_card
585,CA,72000.0,RENT,0.0,11.44,60.0,15000.0,Fully Paid,,913xx,Individual,Dec-2014,debt_consolidation
586,SC,82000.0,MORTGAGE,0.0,6.99,36.0,24000.0,Fully Paid,,296xx,Individual,Dec-2014,credit_card
587,IL,90000.0,MORTGAGE,0.0,23.99,60.0,35000.0,Fully Paid,,611xx,Individual,Dec-2014,debt_consolidation
588,RI,64000.0,RENT,0.0,11.99,36.0,5000.0,Fully Paid,,029xx,Individual,Dec-2014,credit_card
589,CO,62952.0,MORTGAGE,0.0,12.99,60.0,18000.0,Fully Paid,,808xx,Individual,Dec-2014,debt_consolidation
590,GA,84000.0,MORTGAGE,0.0,6.03,36.0,24000.0,Fully Paid,,302xx,Individual,Dec-2014,credit_card
591,CA,23760.0,MORTGAGE,0.0,8.67,36.0,2000.0,Fully Paid,,957xx,Individual,Dec-2014,home_improvement
592,NY,80000.0,MORTGAGE,0.0,10.49,36.0,35000.0,Fully Paid,,112xx,Individual,Dec-2014,credit_card
593,IL,100500.0,MORTGAGE,0.0,9.49,36.0,26000.0,Charged Off,,604xx,Individual,Dec-2014,home_improvement
594,SC,60000.0,RENT,0.0,11.44,36.0,14000.0,Fully Paid,,294xx,Individual,Dec-2014,debt_consolidation
595,NV,60000.0,MORTGAGE,0.0,9.49,36.0,12000.0,Fully Paid,,891xx,Individual,Dec-2014,debt_consolidation
596,OH,110244.0,OWN,0.0,11.99,36.0,25000.0,Fully Paid,,440xx,Individual,Dec-2014,credit_card
597,TX,80000.0,RENT,0.0,15.59,36.0,4800.0,Fully Paid,,785xx,Individual,Dec-2014,debt_consolidation
