id,dti,mort_acc,il_util,total_il_high_credit_limit,bc_util,all_util,tot_coll_amt,revol_util,total_rev_hi_lim,open_act_il,bc_open_to_buy,num_actv_rev_tl,num_bc_sats,delinq_amnt,open_acc,tot_cur_bal,num_actv_bc_tl,total_bc_limit,acc_now_delinq
166,24.22,0.0,,8712.0,33.6,,0.0,47.4,23300.0,,10288.0,4.0,3.0,0.0,6.0,19394.0,3.0,15500.0,0.0
167,15.05,1.0,,9625.0,96.3,,0.0,79.4,20400.0,,243.0,7.0,2.0,0.0,10.0,128195.0,2.0,6500.0,0.0
168,19.94,4.0,,91059.0,73.5,,0.0,46.7,69700.0,,7745.0,6.0,2.0,0.0,9.0,443600.0,2.0,29200.0,0.0
169,5.07,0.0,,40328.0,58.3,,0.0,35.2,21900.0,,4253.0,3.0,2.0,0.0,8.0,47389.0,2.0,10200.0,0.0
170,26.66,0.0,,5348.0,95.1,,0.0,65.7,11400.0,,228.0,5.0,3.0,0.0,9.0,10805.0,2.0,4700.0,0.0
171,5.81,0.0,,0.0,78.9,,0.0,70.4,15000.0,,2745.0,4.0,3.0,0.0,4.0,10553.0,3.0,13000.0,0.0
172,11.51,6.0,,41275.0,90.5,,0.0,82.4,60800.0,,5200.0,7.0,5.0,0.0,14.0,669904.0,5.0,54500.0,0.0
173,34.01,5.0,,61502.0,43.0,,0.0,31.2,46700.0,,16658.0,6.0,5.0,0.0,16.0,194846.0,4.0,29200.0,0.0
174,6.52,2.0,,0.0,98.6,,0.0,92.2,38400.0,,495.0,4.0,4.0,0.0,7.0,670509.0,4.0,35900.0,0.0
175,9.68,1.0,,49713.0,48.8,,0.0,47.3,18900.0,,6910.0,5.0,6.0,0.0,22.0,211038.0,4.0,13500.0,0.0
176,16.33,6.0,,22594.0,62.2,,0.0,57.6,59554.0,,20824.0,6.0,6.0,0.0,12.0,174442.0,6.0,55100.0,0.0
177,12.97,0.0,,0.0,77.0,,2867.0,42.4,17400.0,,553.0,3.0,2.0,0.0,6.0,6989.0,1.0,2400.0,0.0
178,9.84,2.0,,19187.0,11.2,,0.0,11.2,45500.0,,40391.0,2.0,9.0,0.0,11.0,121090.0,2.0,45500.0,0.0
179,16.33,1.0,,30824.0,47.7,,0.0,52.5,25700.0,,8427.0,5.0,3.0,0.0,8.0,176318.0,3.0,16100.0,0.0
180,35.86,6.0,,51909.0,76.1,,0.0,65.8,88000.0,,5985.0,13.0,7.0,0.0,22.0,339289.0,6.0,25000.0,0.0
181,22.18,8.0,,16273.0,93.7,,370.0,93.1,30400.0,,867.0,7.0,3.0,0.0,11.0,201897.0,3.0,13700.0,0.0
182,31.85,0.0,,127696.0,101.4,,0.0,71.8,25400.0,,0.0,6.0,2.0,0.0,32.0,138423.0,2.0,8600.0,0.0
183,33.57,4.0,,64733.0,53.5,,0.0,60.9,52800.0,,17687.0,7.0,4.0,0.0,13.0,330347.0,4.0,38000.0,0.0
184,20.76,1.0,,29642.0,20.8,,0.0,19.2,23000.0,,16792.0,2.0,3.0,0.0,7.0,42493.0,2.0,21200.0,0.0
185,13.12,3.0,,88526.0,42.6,,0.0,39.4,10500.0,,4474.0,5.0,4.0,0.0,26.0,157079.0,3.0,7800.0,0.0
186,15.31,3.0,,38748.0,15.7,,0.0,16.0,92000.0,,75433.0,6.0,12.0,0.0,19.0,133799.0,5.0,89500.0,0.0
187,15.99,4.0,,83383.0,60.5,,0.0,60.5,10500.0,,4144.0,2.0,2.0,0.0,4.0,66628.0,2.0,10500.0,0.0
188,6.73,3.0,,21912.0,62.0,,0.0,55.0,15350.0,,2208.0,10.0,7.0,0.0,11.0,27534.0,6.0,13250.0,0.0
189,25.99,0.0,,18125.0,76.7,,0.0,69.7,15500.0,,2959.0,5.0,4.0,0.0,11.0,23097.0,4.0,12700.0,0.0
190,10.91,0.0,,0.0,98.4,,0.0,80.9,15600.0,,196.0,2.0,1.0,0.0,2.0,12624.0,1.0,12600.0,0.0
191,31.25,0.0,,72641.0,29.1,,0.0,32.5,22100.0,,13539.0,6.0,5.0,0.0,17.0,83418.0,4.0,19100.0,0.0
192,11.78,5.0,,0.0,47.0,,0.0,40.8,33700.0,,14301.0,6.0,6.0,0.0,11.0,109137.0,4.0,27000.0,0.0
193,16.23,0.0,,71811.0,24.2,,0.0,18.6,14100.0,,7810.0,5.0,4.0,0.0,9.0,60945.0,4.0,10300.0,0.0
194,26.25,1.0,,47661.0,96.5,,0.0,70.0,75500.0,,525.0,7.0,2.0,0.0,11.0,105939.0,2.0,15000.0,0.0
195,10.33,2.0,,77919.0,82.7,,0.0,59.3,24500.0,,2629.0,5.0,3.0,0.0,12.0,256456.0,3.0,15200.0,0.0
196,19.37,1.0,,48416.0,73.9,,0.0,76.7,13300.0,,1254.0,2.0,1.0,0.0,9.0,226737.0,1.0,4800.0,0.0
197,19.17,0.0,,19607.0,51.4,,2623.0,32.8,9900.0,,778.0,5.0,3.0,0.0,10.0,18180.0,3.0,1600.0,0.0
198,16.63,4.0,,15049.0,98.4,,0.0,98.4,213300.0,,614.0,5.0,4.0,0.0,8.0,537576.0,4.0,38300.0,0.0
199,29.05,3.0,,8232.0,53.5,,267.0,41.1,4300.0,,698.0,5.0,2.0,0.0,12.0,7511.0,2.0,1500.0,0.0
200,20.47,3.0,,3660.0,70.5,,1979.0,40.9,38000.0,,5216.0,8.0,7.0,0.0,14.0,24786.0,7.0,17700.0,0.0
201,25.15,0.0,,66199.0,98.1,,0.0,94.6,27000.0,,456.0,7.0,4.0,0.0,10.0,86107.0,4.0,23900.0,0.0
202,33.77,1.0,,37258.0,80.4,,0.0,75.6,35700.0,,5525.0,10.0,6.0,0.0,13.0,232562.0,6.0,28200.0,0.0
203,18.65,2.0,,5000.0,62.2,,0.0,71.0,20700.0,,3557.0,10.0,5.0,0.0,12.0,67172.0,5.0,9400.0,0.0
204,24.49,2.0,,119462.0,87.3,,249.0,47.7,9500.0,,571.0,6.0,2.0,0.0,12.0,364350.0,2.0,4500.0,0.0
205,24.81,0.0,,29338.0,31.1,,0.0,31.1,10900.0,,7505.0,2.0,3.0,0.0,5.0,26729.0,2.0,10900.0,0.0
206,27.36,0.0,,46977.0,49.5,,0.0,44.0,27100.0,,2861.0,4.0,3.0,0.0,7.0,52974.0,3.0,26300.0,0.0
207,12.98,2.0,,43694.0,74.8,,0.0,58.5,8700.0,,1712.0,2.0,3.0,0.0,21.0,53737.0,2.0,6800.0,0.0
208,8.65,8.0,,22265.0,13.4,,191.0,9.0,29200.0,,17060.0,5.0,10.0,0.0,14.0,21244.0,5.0,19700.0,0.0
209,20.98,0.0,,13925.0,65.0,,0.0,65.0,17000.0,,5949.0,3.0,3.0,0.0,4.0,23371.0,3.0,17000.0,0.0
210,10.71,2.0,,69046.0,89.2,,0.0,89.2,86500.0,,1777.0,4.0,3.0,0.0,11.0,416304.0,3.0,16500.0,0.0
211,3.61,6.0,,19927.0,93.2,,0.0,93.2,7500.0,,509.0,1.0,1.0,0.0,5.0,150699.0,1.0,7500.0,0.0
212,6.32,0.0,,0.0,68.7,,0.0,68.7,89100.0,,41603.0,7.0,8.0,0.0,9.0,47497.0,7.0,89100.0,0.0
213,24.52,1.0,,102534.0,102.7,,0.0,78.4,19400.0,,0.0,6.0,4.0,0.0,20.0,104147.0,3.0,11600.0,0.0
214,11.83,3.0,,145642.0,92.7,,0.0,84.2,41300.0,,2721.0,5.0,5.0,0.0,14.0,706234.0,4.0,37400.0,0.0
215,10.76,3.0,,17770.0,43.5,,1468.0,54.5,12700.0,,4348.0,6.0,3.0,0.0,9.0,100600.0,2.0,7700.0,0.0
216,3.12,0.0,,56574.0,39.7,,0.0,34.1,25500.0,,13213.0,2.0,2.0,0.0,7.0,65151.0,2.0,21900.0,0.0
217,16.77,3.0,,35654.0,69.7,,0.0,62.4,28700.0,,3181.0,5.0,3.0,0.0,9.0,43075.0,3.0,10500.0,0.0
218,13.57,9.0,,25494.0,47.5,,0.0,33.5,19100.0,,6823.0,4.0,3.0,0.0,9.0,309034.0,3.0,13000.0,0.0
219,15.14,0.0,,62660.0,99.6,,0.0,46.1,15100.0,,16.0,6.0,2.0,0.0,16.0,55974.0,2.0,3600.0,0.0
220,15.56,1.0,,14000.0,51.9,,59.0,16.3,35300.0,,4375.0,10.0,5.0,0.0,15.0,18773.0,4.0,9100.0,0.0
221,30.67,2.0,,44398.0,52.2,,0.0,50.4,26400.0,,8848.0,7.0,7.0,0.0,16.0,45795.0,4.0,18500.0,0.0
222,33.63,0.0,,51993.0,65.5,,0.0,60.6,78000.0,,22412.0,9.0,7.0,0.0,15.0,82858.0,6.0,65000.0,0.0
223,25.85,0.0,,52760.0,22.8,,379.0,21.7,56600.0,,41624.0,5.0,8.0,0.0,13.0,53442.0,5.0,53900.0,0.0
224,24.45,4.0,,141645.0,98.4,,0.0,97.3,17500.0,,274.0,3.0,2.0,0.0,6.0,446611.0,2.0,17000.0,0.0
225,12.81,1.0,,45033.0,97.3,,0.0,80.3,19500.0,,383.0,3.0,1.0,0.0,7.0,214384.0,1.0,14000.0,0.0
226,33.7,1.0,,15785.0,,,0.0,39.4,18000.0,,,6.0,0.0,0.0,8.0,119085.0,0.0,0.0,0.0
227,14.47,2.0,,0.0,80.3,,291.0,57.8,19400.0,,2363.0,5.0,4.0,0.0,8.0,144705.0,4.0,12000.0,0.0
228,14.71,0.0,,0.0,34.3,,0.0,32.1,22800.0,,13406.0,7.0,7.0,0.0,9.0,7320.0,6.0,20400.0,0.0
229,13.24,4.0,,5971.0,46.5,,1089.0,41.1,108100.0,,5936.0,5.0,3.0,0.0,11.0,228060.0,2.0,11100.0,0.0
230,5.18,0.0,,0.0,87.6,,0.0,77.5,14700.0,,1613.0,2.0,2.0,0.0,5.0,14509.0,2.0,13000.0,0.0
231,21.19,2.0,,48059.0,89.5,,0.0,10.5,8500.0,,105.0,2.0,2.0,0.0,9.0,271437.0,2.0,1000.0,0.0
232,14.28,0.0,,30000.0,56.9,,70.0,47.4,27600.0,,7291.0,16.0,9.0,0.0,17.0,43219.0,9.0,16900.0,0.0
233,25.96,1.0,,50479.0,76.8,,0.0,59.3,20800.0,,3519.0,5.0,5.0,0.0,19.0,177491.0,4.0,15200.0,0.0
234,1.85,1.0,,8822.0,34.9,,0.0,34.0,25600.0,,15895.0,6.0,6.0,0.0,12.0,396386.0,5.0,24400.0,0.0
235,17.65,5.0,,34184.0,96.9,,0.0,81.7,17000.0,,217.0,4.0,3.0,0.0,7.0,34504.0,3.0,7000.0,0.0
236,25.35,0.0,,72155.0,37.7,,0.0,37.7,6100.0,,3799.0,2.0,3.0,0.0,15.0,48446.0,2.0,6100.0,0.0
237,22.9,2.0,,162432.0,79.2,,0.0,76.0,42600.0,,13087.0,10.0,7.0,0.0,29.0,236439.0,7.0,30900.0,0.0
238,17.6,5.0,,48987.0,78.0,,0.0,10.8,7700.0,,154.0,2.0,1.0,0.0,7.0,39289.0,1.0,700.0,0.0
239,10.96,6.0,,39241.0,104.9,,0.0,37.3,21500.0,,0.0,3.0,3.0,0.0,11.0,34162.0,2.0,6700.0,0.0
240,30.07,3.0,,225418.0,101.0,,0.0,89.7,35000.0,,0.0,12.0,9.0,0.0,26.0,384912.0,9.0,20600.0,0.0
241,16.5,1.0,,25564.0,83.4,,0.0,64.1,33000.0,,3654.0,6.0,3.0,0.0,10.0,203345.0,3.0,22000.0,0.0
242,17.83,0.0,,19645.0,57.9,,54.0,31.2,20600.0,,1853.0,7.0,3.0,0.0,14.0,23371.0,2.0,4400.0,0.0
243,26.95,2.0,,74682.0,93.6,,0.0,89.6,37300.0,,1017.0,6.0,3.0,0.0,11.0,70066.0,2.0,15900.0,0.0
244,13.46,5.0,,44815.0,44.3,,0.0,45.9,37300.0,,12522.0,9.0,8.0,0.0,17.0,493163.0,5.0,22500.0,0.0
245,21.97,0.0,,28890.0,43.7,,0.0,58.1,28600.0,,9739.0,7.0,5.0,0.0,13.0,43989.0,4.0,17300.0,0.0
246,29.37,1.0,,36822.0,47.6,,0.0,49.0,19300.0,,9846.0,5.0,5.0,0.0,9.0,82374.0,4.0,18800.0,0.0
247,14.53,0.0,,11031.0,32.2,,65.0,34.4,17900.0,,8200.0,7.0,6.0,0.0,12.0,14829.0,5.0,12100.0,0.0
248,24.63,0.0,,51568.0,97.1,,0.0,63.9,43600.0,,539.0,16.0,8.0,0.0,19.0,68157.0,8.0,18300.0,0.0
249,38.74,1.0,,51801.0,48.6,,125.0,49.2,36100.0,,12859.0,4.0,2.0,0.0,11.0,103700.0,2.0,25000.0,0.0
250,6.14,5.0,,0.0,83.0,,54.0,49.9,24700.0,,2256.0,9.0,7.0,0.0,15.0,312242.0,7.0,13300.0,0.0
251,16.49,5.0,,19500.0,79.4,,0.0,78.8,61200.0,,9309.0,7.0,4.0,0.0,10.0,353788.0,4.0,45200.0,0.0
252,17.2,1.0,,27288.0,67.7,,0.0,47.3,27400.0,,6079.0,4.0,3.0,0.0,8.0,109005.0,3.0,18800.0,0.0
253,15.37,2.0,,20000.0,60.4,,0.0,43.8,35300.0,,9901.0,2.0,3.0,0.0,10.0,162867.0,1.0,25000.0,0.0
254,21.74,0.0,,127772.0,84.6,,0.0,76.5,7200.0,,926.0,5.0,5.0,0.0,12.0,138822.0,4.0,6000.0,0.0
255,5.74,0.0,,0.0,79.9,,0.0,79.9,19000.0,,3815.0,3.0,4.0,0.0,4.0,15185.0,3.0,19000.0,0.0
256,24.8,1.0,,37220.0,97.6,,0.0,48.1,48400.0,,300.0,5.0,3.0,0.0,10.0,59046.0,3.0,12500.0,0.0
257,23.17,4.0,,0.0,86.2,,0.0,79.2,63800.0,,7988.0,6.0,4.0,0.0,7.0,163029.0,4.0,57800.0,0.0
258,4.16,0.0,,0.0,95.1,,0.0,84.0,7000.0,,237.0,4.0,3.0,0.0,4.0,5878.0,3.0,4800.0,0.0
259,11.57,0.0,,16352.0,53.0,,0.0,48.9,39000.0,,16928.0,5.0,6.0,0.0,8.0,24068.0,5.0,36000.0,0.0
260,13.73,2.0,,11337.0,45.5,,0.0,39.6,70900.0,,33130.0,10.0,9.0,0.0,14.0,394096.0,8.0,60800.0,0.0
261,25.0,0.0,,63885.0,6.8,,0.0,10.2,9800.0,,4006.0,2.0,2.0,0.0,7.0,53885.0,1.0,4300.0,0.0
262,1.42,4.0,,0.0,0.3,,0.0,5.9,101400.0,,74870.0,5.0,7.0,0.0,14.0,97774.0,1.0,75100.0,0.0
263,26.49,4.0,,32687.0,99.6,,0.0,93.2,25300.0,,57.0,5.0,3.0,0.0,9.0,494727.0,3.0,16200.0,0.0
264,5.12,4.0,,0.0,82.5,,0.0,82.5,32000.0,,5586.0,2.0,3.0,0.0,6.0,350643.0,2.0,32000.0,0.0
265,26.77,1.0,,24500.0,94.0,,0.0,69.2,6600.0,,244.0,3.0,2.0,0.0,6.0,26162.0,2.0,4100.0,0.0
266,17.75,0.0,,36239.0,92.7,,0.0,78.6,22500.0,,1330.0,3.0,3.0,0.0,8.0,41876.0,2.0,18300.0,0.0
267,14.8,1.0,,23559.0,94.6,,76.0,94.6,19600.0,,1065.0,7.0,7.0,0.0,11.0,354599.0,7.0,19600.0,0.0
268,12.75,2.0,,21244.0,85.2,,0.0,84.0,8800.0,,1078.0,3.0,2.0,0.0,5.0,156109.0,2.0,7300.0,0.0
269,24.78,1.0,,20108.0,76.0,,0.0,69.0,190080.0,,8154.0,21.0,15.0,0.0,25.0,136825.0,8.0,65230.0,0.0
270,11.55,3.0,,10000.0,100.0,,0.0,99.5,40500.0,,0.0,3.0,2.0,0.0,5.0,47605.0,2.0,29500.0,0.0
271,17.07,0.0,,22343.0,91.3,,0.0,67.1,27100.0,,925.0,11.0,7.0,0.0,20.0,37868.0,7.0,10600.0,0.0
272,27.13,1.0,,95771.0,53.1,,0.0,49.4,14897.0,,5769.0,5.0,4.0,0.0,21.0,296276.0,4.0,12300.0,0.0
273,9.56,3.0,,5000.0,18.8,,0.0,34.5,58200.0,,23886.0,5.0,3.0,0.0,12.0,120024.0,2.0,29400.0,0.0
274,12.46,0.0,,194080.0,84.3,,0.0,74.5,44400.0,,6141.0,8.0,11.0,0.0,14.0,227163.0,7.0,39000.0,0.0
275,25.17,0.0,,38207.0,101.3,,0.0,101.3,14800.0,,0.0,2.0,2.0,0.0,7.0,35998.0,2.0,14800.0,0.0
276,27.76,0.0,,85113.0,11.7,,0.0,9.1,27100.0,,13864.0,6.0,10.0,0.0,25.0,95557.0,4.0,15700.0,0.0
277,22.59,0.0,,20074.0,1.2,,0.0,28.4,7400.0,,1976.0,3.0,1.0,0.0,4.0,18739.0,1.0,2000.0,0.0
278,6.78,0.0,,2093.0,69.2,,0.0,69.2,3900.0,,1201.0,1.0,2.0,0.0,3.0,3598.0,1.0,3900.0,0.0
279,23.05,1.0,,21652.0,62.9,,0.0,74.3,155600.0,,6821.0,10.0,7.0,0.0,17.0,623016.0,7.0,18400.0,0.0
280,37.25,5.0,,65115.0,76.8,,0.0,76.2,16000.0,,3387.0,5.0,4.0,0.0,7.0,68268.0,4.0,14600.0,0.0
281,30.03,2.0,,34226.0,95.9,,2096.0,34.3,16100.0,,94.0,8.0,2.0,0.0,12.0,53147.0,2.0,2300.0,0.0
282,6.01,0.0,,17381.0,3.8,,0.0,3.5,39800.0,,35401.0,2.0,4.0,0.0,6.0,7059.0,2.0,36800.0,0.0
283,8.39,0.0,,0.0,96.2,,0.0,62.3,12900.0,,165.0,8.0,3.0,0.0,8.0,8031.0,3.0,4400.0,0.0
284,7.12,2.0,,0.0,,,0.0,26.3,1500.0,,,1.0,0.0,0.0,2.0,172613.0,0.0,0.0,0.0
285,25.46,0.0,,36723.0,94.0,,0.0,76.7,19200.0,,517.0,10.0,7.0,0.0,13.0,28689.0,7.0,8600.0,0.0
286,10.02,1.0,,25950.0,0.0,,0.0,38.7,17800.0,,3000.0,3.0,2.0,0.0,9.0,29177.0,0.0,3000.0,0.0
287,14.71,0.0,,13750.0,9.4,,0.0,8.9,42400.0,,32532.0,5.0,4.0,0.0,13.0,17466.0,4.0,35900.0,0.0
288,13.43,0.0,,28601.0,99.5,,0.0,87.0,15600.0,,64.0,3.0,2.0,0.0,13.0,47162.0,2.0,12600.0,0.0
289,39.21,0.0,,65846.0,94.6,,0.0,97.4,9200.0,,372.0,6.0,4.0,0.0,9.0,58952.0,4.0,6900.0,0.0
290,11.56,2.0,,42472.0,64.9,,0.0,64.9,13100.0,,4594.0,3.0,3.0,0.0,5.0,33752.0,3.0,13100.0,0.0
291,18.78,2.0,,43754.0,77.1,,0.0,61.6,15000.0,,2753.0,4.0,5.0,0.0,15.0,132552.0,4.0,12000.0,0.0
292,12.93,2.0,,22293.0,51.9,,0.0,46.2,35400.0,,14825.0,8.0,11.0,0.0,19.0,152069.0,7.0,30800.0,0.0
293,30.95,0.0,,10050.0,48.3,,0.0,48.9,31800.0,,9869.0,11.0,10.0,0.0,17.0,18327.0,7.0,19100.0,0.0
294,8.82,0.0,,0.0,45.8,,0.0,47.5,12500.0,,6234.0,4.0,6.0,0.0,8.0,5938.0,3.0,11500.0,0.0
295,15.09,1.0,,32148.0,36.8,,0.0,37.5,27900.0,,6067.0,7.0,10.0,0.0,20.0,226806.0,4.0,9600.0,0.0
296,10.26,0.0,,7000.0,20.4,,0.0,13.7,46700.0,,13821.0,11.0,6.0,0.0,19.0,15710.0,5.0,21900.0,0.0
297,16.95,1.0,,97903.0,24.5,,484.0,7.2,10500.0,,1359.0,2.0,1.0,0.0,14.0,226825.0,1.0,1800.0,0.0
298,21.39,5.0,,496727.0,61.9,,0.0,54.7,39400.0,,10643.0,4.0,3.0,0.0,7.0,513036.0,2.0,27900.0,0.0
299,12.45,4.0,,29447.0,75.7,,0.0,48.9,3000.0,,316.0,2.0,1.0,0.0,7.0,135142.0,1.0,1300.0,0.0
300,5.87,0.0,,5000.0,29.0,,0.0,31.5,19200.0,,12843.0,4.0,3.0,0.0,7.0,10925.0,3.0,18100.0,0.0
301,28.58,0.0,,60940.0,91.7,,0.0,68.7,25100.0,,1023.0,5.0,4.0,0.0,12.0,66243.0,3.0,12300.0,0.0
302,27.88,0.0,,58520.0,97.1,,0.0,58.7,23400.0,,325.0,6.0,4.0,0.0,12.0,55912.0,4.0,11200.0,0.0
303,13.73,1.0,,24184.0,95.3,,0.0,66.7,9800.0,,214.0,6.0,3.0,0.0,9.0,25066.0,3.0,4600.0,0.0
304,2.12,2.0,,49131.0,32.9,,0.0,54.9,5500.0,,1610.0,2.0,2.0,0.0,7.0,420309.0,1.0,2400.0,0.0
305,18.19,2.0,,30057.0,86.1,,0.0,86.1,8800.0,,1227.0,1.0,1.0,0.0,4.0,257401.0,1.0,8800.0,0.0
306,29.86,2.0,,39536.0,93.5,,0.0,83.4,26500.0,,1480.0,6.0,5.0,0.0,10.0,241208.0,5.0,22700.0,0.0
307,13.83,0.0,,21600.0,33.9,,0.0,41.8,26000.0,,13884.0,7.0,6.0,0.0,10.0,22714.0,6.0,21000.0,0.0
308,22.94,0.0,,19599.0,12.8,,0.0,31.0,8200.0,,2704.0,4.0,1.0,0.0,6.0,4176.0,1.0,3100.0,0.0
309,18.63,3.0,,19375.0,116.5,,0.0,51.8,7700.0,,0.0,3.0,2.0,0.0,11.0,19961.0,2.0,2800.0,0.0
310,37.54,7.0,,54341.0,76.3,,0.0,75.0,22700.0,,3703.0,12.0,5.0,0.0,20.0,212239.0,5.0,15600.0,0.0
311,34.93,3.0,,54693.0,38.3,,617.0,27.8,59800.0,,21644.0,5.0,7.0,0.0,19.0,187517.0,4.0,35100.0,0.0
312,19.61,0.0,,103551.0,71.3,,0.0,66.6,34000.0,,8365.0,5.0,4.0,0.0,10.0,46660.0,3.0,29100.0,0.0
313,29.82,3.0,,98415.0,7.8,,2449.0,13.2,13400.0,,6175.0,4.0,4.0,0.0,15.0,211833.0,2.0,6700.0,0.0
314,25.64,1.0,,68670.0,97.1,,0.0,86.1,13200.0,,251.0,5.0,3.0,0.0,9.0,160791.0,3.0,8800.0,0.0
315,10.65,2.0,,23335.0,13.5,,0.0,12.6,46300.0,,29415.0,3.0,7.0,0.0,16.0,98873.0,1.0,34000.0,0.0
316,13.24,0.0,,0.0,66.8,,0.0,63.2,35200.0,,10637.0,3.0,3.0,0.0,5.0,22243.0,2.0,32000.0,0.0
317,7.82,0.0,,0.0,72.3,,0.0,64.6,15700.0,,3849.0,2.0,1.0,0.0,4.0,10143.0,1.0,13900.0,0.0
318,20.09,0.0,,15400.0,92.5,,0.0,89.9,26200.0,,1898.0,7.0,6.0,0.0,8.0,37529.0,6.0,25400.0,0.0
319,13.09,0.0,,43853.0,59.8,,0.0,59.8,30100.0,,12096.0,4.0,7.0,0.0,8.0,58319.0,4.0,30100.0,0.0
320,35.52,0.0,,41484.0,97.1,,0.0,74.5,15500.0,,261.0,5.0,2.0,0.0,14.0,37673.0,2.0,9000.0,0.0
321,29.35,0.0,,42329.0,32.2,,0.0,25.2,32700.0,,10586.0,5.0,6.0,0.0,10.0,36395.0,4.0,14700.0,0.0
322,9.97,4.0,,0.0,52.3,,0.0,30.2,19700.0,,4578.0,6.0,5.0,0.0,9.0,96862.0,3.0,9600.0,0.0
323,13.66,2.0,,40279.0,77.1,,0.0,72.2,24800.0,,4425.0,12.0,7.0,0.0,23.0,196357.0,7.0,19300.0,0.0
324,27.76,3.0,,34969.0,84.5,,0.0,81.4,42500.0,,5633.0,14.0,12.0,0.0,19.0,64280.0,12.0,36400.0,0.0
325,30.03,3.0,,0.0,65.3,,0.0,53.4,69100.0,,18564.0,10.0,6.0,0.0,11.0,160767.0,6.0,53500.0,0.0
326,18.75,2.0,,37101.0,87.1,,0.0,87.1,35600.0,,4583.0,3.0,3.0,0.0,6.0,240139.0,3.0,35600.0,0.0
327,21.74,4.0,,41135.0,33.7,,0.0,23.7,11200.0,,4644.0,3.0,2.0,0.0,7.0,143701.0,2.0,7000.0,0.0
328,14.53,0.0,,26008.0,60.7,,801.0,33.9,22500.0,,3534.0,8.0,3.0,0.0,13.0,21972.0,3.0,9000.0,0.0
329,16.8,0.0,,40110.0,79.2,,0.0,79.2,21200.0,,4413.0,2.0,3.0,0.0,6.0,52975.0,2.0,21200.0,0.0
330,15.54,2.0,,38498.0,71.5,,0.0,43.1,26900.0,,2902.0,4.0,3.0,0.0,11.0,29272.0,2.0,10200.0,0.0
331,10.28,0.0,,0.0,79.3,,0.0,48.7,21800.0,,1406.0,9.0,5.0,0.0,11.0,10625.0,5.0,6800.0,0.0
332,12.98,2.0,,39344.0,3.9,,0.0,3.9,2200.0,,2114.0,2.0,2.0,0.0,5.0,179545.0,2.0,2200.0,0.0
